timestep,start_lane,end_lane
37:22:00,12,13
37:23:00,4,14
37:23:00,5,13
37:25:00,15,8
37:28:00,16,2
37:29:00,17,1
37:29:00,20,14
37:31:00,22,7
37:31:00,21,8
37:36:00,9,1
37:37:00,10,19
37:37:00,6,7
37:37:00,11,18
37:40:00,5,13
37:41:00,16,2
37:42:00,17,1
37:43:00,15,8
37:47:00,20,14
37:47:00,22,7
37:49:00,21,8
37:51:00,10,19
37:52:00,12,13
37:53:00,9,2
37:56:00,17,1
37:56:00,16,2
37:56:00,15,8
37:59:00,20,14
38:05:00,10,19
38:05:00,22,1
38:06:00,21,8
38:06:00,11,18
38:07:00,22,7
38:09:00,16,2
38:10:00,5,13
38:10:00,4,14
38:11:00,17,1
38:14:00,12,13
38:15:00,15,8
38:20:00,11,18
38:20:00,10,19
38:20:00,21,8
38:20:00,22,7
38:20:00,20,14
38:24:00,4,14
38:24:00,6,7
38:29:00,3,18
38:30:00,17,1
38:30:00,16,2
38:34:00,15,8
38:36:00,12,13
38:36:00,22,7
38:37:00,11,18
38:38:00,21,8
38:39:00,10,19
38:40:00,12,13
38:40:00,6,7
38:41:00,12,13
38:44:00,5,13
38:44:00,3,18
38:44:00,4,14
38:47:00,16,2
38:47:00,17,1
38:47:00,15,8
38:52:00,12,13
38:54:00,10,19
38:54:00,11,18
38:54:00,22,7
38:54:00,21,8
38:54:00,20,14
38:59:00,4,14
39:02:00,16,2
39:04:00,17,1
39:04:00,15,8
39:06:00,22,1
39:06:00,21,8
39:06:00,20,14
39:07:00,11,18
39:09:00,10,19
39:14:00,5,13
39:14:00,17,1
39:16:00,16,2
39:17:00,4,14
39:18:00,3,18
39:19:00,15,8
39:24:00,21,8
39:25:00,10,19
39:25:00,22,7
39:25:00,20,14
39:26:00,11,18
39:31:00,17,1
39:33:00,16,2
39:35:00,15,8
39:36:00,3,18
39:36:00,4,14
39:39:00,22,1
39:39:00,21,8
39:41:00,11,18
39:43:00,10,19
39:45:00,20,14
39:48:00,17,1
