timestep,start_lane,end_lane
31:21:00,10,19
31:22:00,22,7
31:25:00,16,1
31:27:00,17,18
31:27:00,14,7
31:31:00,21,8
31:32:00,22,1
31:33:00,11,18
31:33:00,10,19
31:36:00,22,2
31:37:00,16,1
31:38:00,14,7
31:39:00,17,18
31:41:00,10,19
31:42:00,11,18
31:43:00,21,8
31:44:00,22,7
31:47:00,16,1
31:49:00,10,19
31:50:00,11,18
31:52:00,21,8
31:52:00,22,7
31:56:00,16,1
31:57:00,5,12
32:01:00,22,7
32:01:00,10,19
32:01:00,11,12
32:03:00,21,8
32:05:00,20,13
32:06:00,22,1
32:07:00,5,12
32:09:00,4,13
32:12:00,21,8
32:12:00,10,19
32:12:00,11,18
32:17:00,14,7
32:20:00,4,13
32:21:00,5,12
32:21:00,3,18
32:24:00,10,19
32:24:00,11,18
32:25:00,21,8
32:25:00,22,7
32:28:00,10,19
32:29:00,4,13
32:31:00,5,12
32:32:00,16,1
32:33:00,17,18
32:34:00,11,12
32:35:00,10,19
32:38:00,21,8
32:41:00,4,13
32:43:00,14,7
32:44:00,17,18
32:44:00,16,1
32:47:00,11,18
32:47:00,15,2
32:49:00,17,18
32:50:00,21,8
32:51:00,22,7
32:53:00,11,18
32:57:00,4,13
32:57:00,5,12
33:01:00,20,13
33:01:00,21,8
33:03:00,10,19
33:11:00,4,13
33:11:00,5,12
33:12:00,22,1
33:12:00,17,18
33:14:00,16,1
33:18:00,3,19
33:18:00,10,19
33:19:00,11,18
33:21:00,21,8
33:22:00,11,12
33:23:00,22,7
33:23:00,20,13
33:24:00,17,18
33:29:00,14,7
33:34:00,4,13
33:34:00,5,12
33:37:00,11,18
33:37:00,21,8
33:38:00,10,19
33:38:00,22,7
33:38:00,20,13
33:40:00,22,7
33:43:00,22,7
33:45:00,17,18
33:45:00,21,8
33:46:00,22,7
33:52:00,17,18
33:52:00,14,7
33:54:00,5,12
33:55:00,4,13
33:57:00,22,1
34:01:00,21,8
34:01:00,11,18
34:01:00,10,19
34:05:00,5,12
34:06:00,4,13
34:09:00,11,18
34:09:00,10,19
34:10:00,21,8
34:13:00,20,13
34:14:00,21,8
34:18:00,3,19
34:20:00,11,18
34:20:00,10,19
34:20:00,21,8
34:23:00,22,2
34:24:00,11,18
34:24:00,21,8
34:28:00,3,19
34:30:00,22,7
34:31:00,10,19
34:32:00,20,13
34:33:00,21,8
34:34:00,11,18
34:34:00,22,7
34:38:00,14,7
34:39:00,17,18
34:41:00,15,2
34:42:00,10,19
34:43:00,17,18
34:43:00,16,1
34:46:00,11,18
34:46:00,22,7
34:48:00,21,8
34:49:00,20,13
34:53:00,5,12
34:54:00,16,1
34:55:00,17,18
34:55:00,4,13
34:56:00,15,2
34:58:00,11,18
34:58:00,10,19
34:58:00,22,7
34:59:00,21,8
35:03:00,17,18
35:06:00,21,8
35:07:00,16,1
35:08:00,17,18
35:09:00,15,2
35:11:00,5,12
35:13:00,20,13
35:14:00,11,18
35:14:00,10,19
35:14:00,20,13
35:14:00,22,2
35:16:00,21,8
35:19:00,22,2
35:19:00,17,18
35:22:00,22,1
35:24:00,17,18
35:24:00,15,2
35:27:00,21,8
35:27:00,11,18
35:27:00,10,19
35:29:00,21,8
35:30:00,20,13
35:32:00,22,7
35:34:00,11,12
35:34:00,17,18
35:37:00,3,19
35:38:00,10,19
35:38:00,11,18
35:38:00,21,8
35:43:00,11,12
35:45:00,21,8
35:50:00,10,19
35:51:00,11,18
35:53:00,21,8
35:56:00,10,19
35:56:00,11,18
35:57:00,21,8
36:01:00,10,19
36:02:00,11,18
36:02:00,22,7
36:07:00,11,18
36:07:00,22,7
36:10:00,10,19
36:13:00,11,18
36:17:00,20,13
36:18:00,21,8
36:19:00,11,12
36:22:00,10,19
36:22:00,22,7
36:25:00,20,13
36:28:00,11,18
36:28:00,10,19
36:29:00,21,8
36:30:00,22,7
36:35:00,14,7
36:40:00,5,12
36:40:00,17,18
36:41:00,21,8
36:41:00,22,7
36:45:00,10,19
36:45:00,17,18
36:47:00,11,12
36:47:00,9,2
36:49:00,17,18
36:52:00,15,2
36:53:00,16,1
36:54:00,14,7
36:56:00,5,12
36:57:00,15,2
37:01:00,3,19
37:03:00,17,18
37:05:00,21,8
37:05:00,20,13
37:07:00,21,8
37:08:00,10,19
37:09:00,11,18
37:14:00,5,12
37:14:00,4,13
37:14:00,16,1
37:16:00,15,2
37:18:00,20,13
37:18:00,17,18
37:20:00,22,7
37:21:00,11,18
37:21:00,10,19
37:26:00,4,13
37:29:00,20,13
37:33:00,11,12
37:33:00,10,19
37:34:00,22,7
37:35:00,21,8
37:38:00,15,2
37:41:00,9,2
37:41:00,11,12
37:43:00,20,13
37:44:00,11,18
37:44:00,10,19
37:44:00,22,1
37:45:00,21,8
37:53:00,21,8
37:54:00,16,1
37:59:00,4,13
38:02:00,11,18
38:02:00,10,19
38:04:00,21,8
38:06:00,10,19
38:11:00,11,18
38:12:00,10,19
38:12:00,21,8
38:16:00,10,19
38:21:00,5,12
38:23:00,21,8
38:25:00,11,18
